claim,fact_checker,rating
,,
$6 billion went missing from the U.S. State Department while Hillary Clinton was in charge.,David Emery,Mostly false
,,
"Actress Jodie Foster said that attacking the rich is not envy, it's self-defense.",Dan Evon,FALSE
,,
"A popular dish in China called ""Three Squeaks"" involves eating live mice.",Dan Evon,LEGEND
Canadian prime minister Justin Trudeau announced a new law to arrest and fine anyone wearing clown costumes.,David Mikkelson,false
"A nightclub in Amsterdam is hosting a ""Blood Rave"" event with real blood.",Dan Evon,FALSE
,,
Hillary Clinton wants to bring an end to the United States as we know it in favor of a 'hemispheric government.',Bethania Palma,false
,,
Surveillance video captured widespread voter fraud carried out by Hillary Clinton supporters during primary elections.,David Mikkelson,false
,,
,,
,,
,,
"A photograph shows a massive audience attending a Donald Trump rally in Panama City, Florida.",Bethania Palma,miscaptioned
"The G.W. Bush administration ""lost"" 22 million official e-mails sent and received via private servers between the years 2003 and 2005.",David Emery,Mixture
,,
,,
"Amidst ""clown sightings"" rumors, Walmart shoppers attacked or killed a woman ""wearing too much makeup.""",Kim LaCapria,false
President Obama was captured flaunting his erection to female reporters in a 2008 video.,Dan Evon,unproven
"The PGA officially has changed the golf term ""a bad lie"" to ""a Hillary"" in honor of Arnold Palmer.",Dan Evon,FALSE
WikiLeaks was caught by Newsweek fabricating e-mails with the intent of damaging the campaign of Hillary Clinton.,Kim LaCapria,false
A passenger plane was forced to make an emergency landing because one passenger's vagina had an offensive odor.,Kim LaCapria,false
,,
,,
,,
WNBC received documents proving Donald Trump paid $40 million in federal income tax  in 2013.,Kim LaCapria,false
,,
E-mail published by WikiLeaks revealed Clinton operatives assassinated Supreme Court Justice Antonin Scalia.,Kim LaCapria,false
The Whole Foods Market organic grocery chain has banned the use of gendered language.,Dan Evon,MOSTLY FALSE
,,
,,
Scientists have officially declared the Great Barrier Reef to be dead.,Alex Kasprak,False
,,
"Clowns are planning a ""purge night"" on Halloween (or the night before).",Kim LaCapria,false
An aircraft carrier unknowingly attempted to bully a lighthouse into moving out of its way.,David Mikkelson,false
The phone number of a woman who accused Donald Trump of sexually aggressive behavior matches that of a Clinton Foundation staffer.,Kim LaCapria,false
,,
New York Giants defensive end Jason Pierre-Paul lost a hand when his cell phone exploded.,Dan Evon,FALSE
"President Obama demanded a monument to himself because ""there's plenty of monuments dedicated to racist white people.""",Arturo Garcia,false
"Donald Trump said he would not accept the $400,000 annual president's salary if elected.",Bethania Palma,true
Russian television host Dmitry Kiselyov exposed a plot to kill Donald Trump,Arturo Garcia,false
"It costs American taxpayers roughly $200,000 an hour every time President Obama travels in Air Force One to campaign for Hillary Clinton.",David Emery,mixture
,,
,,
"The Dalai Lama described Donald Trump as ""worse than Hitler"" and a ""threat to humanity.""",David Mikkelson,false
Singer Billy Ocean passed away in October 2016.,Dan Evon,FALSE
A 14 August 1912 article from a New Zealand newspaper contains a brief story about how burning coal might produce future warming by adding carbon dioxide to the atmosphere.,Alex Kasprak,True
"Sen. Bernie Sanders said the election was ""rigged"" and ""unendorsed"" Hillary Clinton",Kim LaCapria,mostly false
,,
Hillary Clinton has never issued a political advertisement touting her own accomplishments.,Dan Evon,FALSE
"Marian Robinson, First Lady Michelle Obama's mother, will receive a lifetime pension of $160,000 from the U.S. government.",Dan Evon,FALSE
A Danish woman fertilized her own eggs with the frozen sperm of her deceased father.,David Mikkelson,false
Mike Pence said Michelle Obama 'is the most vulgar First Lady we've ever had',Arturo Garcia,false
"A ""secretly made Israeli intelligence video recording"" captures ""Bill Clinton raping a 13-year-old girl.""",David Mikkelson,false
,,
A diet rich in vitamin D can reverse tooth decay and regrow portions of teeth lost to cavities.,Alex Kasprak,False
A clown was arrested after police found eleven human bodies stuffed in a freezer at his residence.,David Mikkelson,false
A Maryland doctor who participated in a secret surgery to remove a blood clot from Hillary Clinton's brain died suddenly under mysterious circumstances.,David Mikkelson,false
Placing a bar of soap between your bedsheets will help prevent leg cramps.,David Mikkelson,unproven
Sarah Palin excused Donald Trump's lewd comments by saying 'real men talk dirty.',Dan Evon,FALSE
"The U.S.  defense readiness alert level was quietly raised to ""DEFCON 3"" in mid-June 2016.",Kim LaCapria,false
Famous drag queen RuPaul claimed he was groped by Donald Trump at a party in 1995.,David Mikkelson,false
,,
,,
,,
Leaked DNC e-mails from May 2016 reveal a plot to contrive fake stories about Donald Trump groping women.,David Emery,False
,,
Tim Kaine threatened to ban the Catholic Church from the United States if they didn't change their stance on gay marriage.,Dan Evon,FALSE
,,
A photograph shows Hillary Clinton grabbing a man's crotch.,Dan Evon,FALSE
"Joseph Stalin said some version of ""It's not the people who vote that count, it's the people who count the votes.""",David Emery,mixture
,,
,,
A team of four Nigerian girls has created a generator that produces six hours of electricity using only a single liter of urine as fuel.,Alex Kasprak,Mixture
"Donald Trump, Jr. said  that if women can't handle harassment in the workplace, they should teach kindergarten.",Bethania Palma,true
,,
,,
"Donald Trump donated food and supplies to Lumberton, North Carolina, and other towns ravaged by Hurricane Matthew.",David Emery,True
A postal worker was caught destroying absentee ballots with Trump votes in the swing state of Ohio.,Kim LaCapria,false
"Washington, D.C., has no",David Mikkelson,false
Pennsylvanians can vote online via social media by using the hashtag #PresidentialElection.,Kim LaCapria,false
,,
A woman who used a recalled brand of tampons saw herself become infested with ants and had to be treated with a grotesque fungus that turned those ants into zombies.,Alex Kasprak,False
"A photograph shows a girl killed in a drunk-driving accident, with accompanying text recording her last words.",David Mikkelson,false
"Researchers in North Carolina have created ""the first fully living dinosaur embryo in millions of years"" using DNA from chicken skin.",Kim LaCapria,false
,,
A San Francisco tech company is a front for the web site that accused Julian Assange of pedophilia.,Bethania Palma,false
,,
"Donald Trump raped his former wife and a young woman, and his modeling agency was found to be trafficking young girls.",Kim LaCapria,mixture
"The town of Clinton, IN, is changing its name to avoid being associated with Hillary Clinton.",Arturo Garcia,False
Singer-songwriter Bob Dylan has rejected his Nobel Prize Award for Literature.,Dan Evon,FALSE
President Obama signed an executive order mandating the loser of the 2016 election forever leave the country on 9 November 2016.,Kim LaCapria,false
,,
A man sued his bride after seeing her without make-up for the first time.,David Mikkelson,false
,,
An obese man is suing Golden Corral because he was kicked out after spending seven hours at their buffet.,Kim LaCapria,False
,,
,,
"Mark Zuckerberg is giving $1,000 away to Facebook users who refrain from sharing hoaxes.",Bethania Palma,false
,,
,,
,,
,,
,,
,,
"Ezra Taft Benson said that voting for the lesser of two evils is still voting for evil, and one will be judged for it.",David Emery,UNproven
,,
New research suggests that Marmite helps combat premature ejaculation.,Alex Kasprak,Mixture
Mike Pence's parents operated a chain of  'whites only' gas stations.,Dan Evon,unproven
,,
E-mails released by WikiLeaks confirm Hillary Clinton sold weapons to ISIS.,Kim LaCapria,mixture
Filmmakers staged lemming death scenes for the Disney nature documentary,David Mikkelson,true
An audio recording captures Democratic VP candidate Tim Kaine yelling at his young daughter.,Dan Evon,FALSE
Jill Stein endorsed Donald Trump for President.,Kim LaCapria,false
Kentucky police shot a white coal miner after mistaking him for a black man.,Kim LaCapria,false
A video report from CNN shows Donald Trump purchasing a car and two children.,Dan Evon,FALSE
"George Soros-controlled Smartmatic manufactures the voting machines used in 16 crucial states, and those states will be rigged in favor of Hillary Clinton.",David Mikkelson,false
"An unknown third party whispered the word ""dozens"" to Hillary Clinton during the third presidential debate.",Dan Evon,UNPROVEN
,,
,,
"More attacks on U.S. embassies, with more people killed, occurred during the G.W. Bush and Reagan administrations than under Obama.",David Emery,Mixture
Photographers recently discovered a gigantic human footprint in rural southwestern China.,Alex Kasprak,Unproven
The Reverend Billy Graham issued a surprising statement in support of Donald Trump.,Kim LaCapria,misattributed
"Moderator Chris Wallace received a ""cease and desist"" letter from Trump about groping allegations in the midst of a presidential debate.",Bethania Palma,false
Outgoing President George H.W. Bush left a note welcoming incoming President Bill Clinton to the White House in 1993.,Dan Evon,TRUE
President Obama passed a law enabling food stamp recipients to use their benefits to purchase hot food.,Kim LaCapria,false
"An image shows Maria Bartiromo holding a phone decorated with a ""Trump/Pence"" sticker at the annual Al Smith Dinner.",Dan Evon,FALSE
,,
"Hillary Clinton revealed a classified response window of ""four minutes"" for a U.S. president to launch nuclear weapons.",Kim LaCapria,false
NASA confirmed the Earth will experience 15 straight days of darkness in March 2017.,Kim LaCapria,false
Mail-in ballots require additional stamps and will not be counted if affixed postage is insufficient.,Kim LaCapria,mixture
A photograph captures a rare seal with a symmetrical stripe pattern on its pelt.,Bethania Palma,true
Russian president Vladimir Putin slammed Western countries for using GMOs and vaccines that slow evolution.,Bethania Palma,unproven
An Oregon ballot lists Democratic presidential candidates twice but no Republican candidates.,snopes.com staff,false
,,
The second-highest ranking ISIS member urged Muslim-Americans to vote for Hillary Clinton.,Kim LaCapria,false
Pope Francis decreed that Catholics cannot vote for Democratic presidential candidate Hillary Clinton.,Kim LaCapria,false
Trump hotels are being renamed to eliminate use of the name 'Trump.',Dan Evon,MIXTURE
"A Syrian artist created a ""Statue of Liberty"" made from the rubble collected in war-torn Aleppo.",Dan Evon,FALSE
"The WikiLeaks 'Podesta archive' included an e-mail that stated President Obama had ""directed his supporters in Colorado to engage in a little all-American voter fraud.""",Kim LaCapria,mostly false
"Televangelist Kenneth Copeland says ""civil war"" will unfold if Donald Trump loses the presidential election.",Arturo Garcia,mostly FALSE
,,
,,
,,
,,
,,
,,
,,
,,
,,
"Ronald Reagan won the 1980 presidential election in a landslide despite trailing Jimmy Carter in public opinion polls two weeks earlier, so polls cannot be trusted to predict election results.",David Emery,Mixture
"Hillary Clinton threw a tantrum, and a water glass, after NBC's ""Commander-in-Chief"" Forum in September 2016.",Dan Evon,FALSE
Votes intended for Hillary Clinton are being allocated to Donald Trump on touchscreen voting machines.,Kim LaCapria,unproven
"A ""daith piercing"" can cure migraine headaches.",Kim LaCapria,unproven
Infamous Chicago Cubs fan Steve Bartman won $3.7 million after betting that the team would be in the 2016 World Series.,Dan Evon,FALSE
Voting machines in Cook County were rigged in 2014 to change votes cast for Republican candidates to votes for Democratic candidates.,Kim LaCapria,false
"Pat Buchanan said America was better when everybody ""knew their place.""",Arturo Garcia,FALSE
Former Clinton Foundation CEO Eric Braverman sought asylum in Russia after Wikileaks documents unmasked him as a mole.,Kim LaCapria,false
The 1987 film,David Mikkelson,false
Donald Trump personally sent out an airplane to bring home U.S. military members stranded in Florida.,Brooke Binkowski,false
Michael Kors uses fur from dogs that were skinned alive in manufacturing the brand's products.,Kim LaCapria,false
,,
An e-mail proves that a Wisconsin city clerk was trying to prevent students from voting because they are Democrats.,Bethania Palma,false
A cell phone virus is circulating disguised as a video called the 'Dance of the Pope.',David Mikkelson,false
,,
"A photograph shows a man with the word ""Trump"" tattooed across his forehead.",Dan Evon,FALSE
,,
"A 12-year-old Afghan foster child in the U.K. turned out to be a 21-year-old trained ""jihadi.""",Bethania Palma,unproven
"Voters across Texas have witnessed their votes switch from ""straight Republican"" to Democrat on compromised voting machines.",Kim LaCapria,mostly false
,,
Satellite images of hexagon-shaped holes in clouds above the Bermuda Triangle prove that large blasts of sinking air are the cause of mysterious shipwrecks and plane crashes in the area.,Alex Kasprak,False
"Minecraft has a newly-discovered ""sex mod"" of which parents should be aware and exercise caution (or restrict the game from their children entirely).",Kim LaCapria,mostly false
NFL players did not stand for the national anthem until the Defense Dept. started paying the league to stage patriotic displays in 2009.,Arturo Garcia,mixture
A picture of a man with his head split open documents the effect of marijuana use.,Arturo Garcia,FALSE
,,
The gender of a bell pepper can be identified by counting its lobes.,Kim LaCapria,false
"Coverage under Obamacare can costs more than $1,200 a month for a family of four.",Bethania Palma,mixture
The Amish Brotherhood have endorsed Donald Trump for president.,Dan Evon,FALSE
Sweden has discontinued the tradition of adorning street poles with Christmas lights to avoid angering Muslim refugees.,David Emery,False
"Doctors are now warning parents to never use baby wipes because they contain a ""chemical"" called methylisothiazolinone.",Kim LaCapria,mostly false
"A ""creepy clown"" was arrested after massacring 18 individuals in a haunted house attraction.",Kim LaCapria,false
Chelsea Clinton is married to George Soros' nephew.,Dan Evon,FALSE
"Vice President Joe Biden said in a speech that ""lazy American women"" brought about the downfall of the economy because they ""sit around on their behinds, doing nothing.""",David Emery,False
A photograph shows CNN reporter Anderson Cooper seductively posing in his underwear.,Dan Evon,FALSE
,,
"A four-pronged alien space craft was spotted by the International Space Station, but NASA is covering it up.",Bethania Palma,unproven
,,
President Obama passed a law requiring grandparents to pick up pick up their grandchildren every weekend.,Dan Evon,FALSE
"6,000 Muslim migrants with forged papers were captured trying to cross the U.S.-Mexico border.",Bethania Palma,mostly false
The SS,David Mikkelson,false
The Supreme Court has upheld former Vice President Dick Cheney's sentence of 20 years in prison on charges related to war crimes.,Kim LaCapria,false
"Energy Transfer Partners CEO Kelcy Warren said ""America's freedom"" would not be disrupted by ""dirty natives"" engaged in a DAPL protest.",Kim LaCapria,unproven
A photograph shows a 'Spanish Dancer Jellyfish.',Dan Evon,FALSE
"Putin issued an ultimatum to President Obama to stop ""smearing"" Russia, or risk starting World War III.",Dan Evon,FALSE
,,
The Clinton Foundation suddenly transferred $1.8 billion to a bank in Qatar.,Bethania Palma,false
"30,000 scientists have signed a petition arguing that there is no convincing scientific evidence for anthropogenic climate change.",Alex Kasprak,Misleading
WikiLeaks revealed that the Clintons spent $200 million on an estate in the Maldives.,Kim LaCapria,false
"Bill O'Reily hired ""university grad students"" to conduct a phone survey of 25,000 people about the presidential election.",Arturo Garcia,mixture
,,
"Jimmy John Liautaud, the owner of Jimmy John's Gourmet Sandwiches, is a big game hunter.",Dan Evon,true
"Donald Trump's ancestors changed their surname from ""Drumpf"" to ""Trump.""",Kim LaCapria,Mostly True
"Mike Pence supported ""gay conversion"" therapy, which involves the use of electroshock therapy.",Arturo Garcia,Mixture
,,
,,
"A leaked e-mail revealed Clinton aide Cheryl Mills calling the men who died in Benghazi ""idiot soldiers"" and saying she was glad they were tortured.",Kim LaCapria,false
The Department of Justice says that attempting to document or report voter fraud is against federal law.,Bethania Palma,mostly false
,,
"Brad Pitt recently slammed liberals for ""taking [his] money"" and has endorsed Donald Trump for President.",Kim LaCapria,false
,,
"Consumers should be aware of plastic rice from China that is difficult to discern from ""real rice.""",Kim LaCapria,unproven
A photograph shows two great white sharks in the Mississippi River.,Dan Evon,FALSE
,,
Video depicts Democrats committing fraud during the 2016 primary.,Kim LaCapria,false
"A video shows Hillary Clinton laughing as the words ""under God"" were removed from the Pledge of Allegiance.",Dan Evon,MIXTURE
,,
Michael Moore has endorsed Donald Trump for president.,Dan Evon,FALSE
,,
A statement reproduces Hillary Clinton's response when asked to identify her major accomplishments as Secretary of State.,David Mikkelson,false
"Fox News admitted the investigation into the Benghazi deaths was a ""complete hoax.""",Arturo Garcia,FALSE
,,
,,
"An image shows a Muslim child bride in Germany, proving Germany is submitting to ""Sharia law.""",Bethania Palma,false
Dogs and wolves are genetically 99.9% identical.,Alex Kasprak,True
,,
,,
A photograph shows Hillary Clinton and her college roommate walking topless in the 1960s.,Dan Evon,FALSE
A father posted a picture of his baby with a gun on Facebook just before he posted that he needed 911 because she shot herself.,Bethania Palma,false
Taxypayers paid $4 million for President Obama to play golf with Tiger Woods.,Kim LaCapria,mostly false
A photograph shows actor Bill Murray and a crying baby.,Dan Evon,TRUE
Hillary Clinton suggested during a 2013 speech that Donald Trump run for President.,Dan Evon,FALSE
"Hillary Clinton tweeted that we should #DraftOurDaughters, encouraging women to go to war.",Kim LaCapria,false
An audio tape captures VP candidate Tim Kaine yelling at his mistress.,Dan Evon,FALSE
Parents should keep any eye out for drug-laced Gummy bears and ecstasy (MDMA) disguised as Halloween candy being distributed to trick-or-treaters.,Kim LaCapria,mostly false
Hillary Clinton's campaign manipulated a photograph to increase the crowd size at one of Bill Clinton's appearances.,Dan Evon,FALSE
The Clinton Foundation has purchased over $137 million of illegal arms and ammunition,David Mikkelson,false
"The Rothschild Family owns 80% of the world's wealth, with a net worth of $500 trillion.",Dan Evon,FALSE
ABC News has reported that Donald Trump received millions of dollars from Russia.,Bethania Palma,mostly false
A California halfway house resident was promised $300 if he voted for Hillary Clinton.,Arturo Garcia,false
Queen Elizabeth II has offered to restore British rule over the United States of America.,David Mikkelson,false
"Men abandoned a groundbreaking study on male birth control due to side effects such as mood changes, muscle pain, and acne.",Alex Kasprak,Mixture
The World Health Organization has listed being single as a disability under their definition of infertility.,Arturo Garcia,unproven
"After FBI Director Jim Comey announced that he was reviewing e-mails potentially linked to Hillary Clinton, several states announced that they were allowing people to change their early votes.",Dan Evon,mixture
"Orson Welles' 30 October 1938 radio adaptation of ""The War of the Worlds"" caused mass hysteria, convincing thousands of panicked listeners across North America that Earth was being attacked by Mars.",David Emery,Mostly false
Paul Ryan's wife Janna is a secret liberal who voted for Obama twice.,Bethania Palma,unproven
"Secret Service and military personnel have used the designation ""Broomstick One"" for aircraft carrying Hillary Clinton.",David Emery,Unproven
,,
,,
"Huma Abedin retained deleted e-mails of Hillary Clinton's in a folder marked ""life insurance"" and cut a deal with the FBI.",Kim LaCapria,unproven
A Hillary Clinton supporter in North Carolina voted multiple times using his friends' identities.,David Mikkelson,false
Attorney General Loretta Lynch invoked her Fifth Amendment protection not to incriminate herself over the Obama administration's transfer of money to Iran.,Kim LaCapria,mostly false
An 11-year-old girl was shot and killed by a police sniper at the Standing Rock pipeline protest site but the media covered up news of it.,Kim LaCapria,false
"Facebook users can assist Standing Rock protesters by ""checking in"" at the site to confuse the Morton County Sheriff's Department.",Kim LaCapria,unproven
President Obama has cancelled all upcming appearances at campaign events for Hillary Clinton in October 2016.,Dan Evon,FALSE
Hillary Clinton's campaign manager Robby Mook deleted most of his tweets due to an FBI investigation.,Dan Evon,FALSE
,,
"MSNBC host Chris Matthews endorsed Donald Trump during a segment on the show ""Hardball.""",Dan Evon,FALSE
,,
,,
"The government ""knowingly"" injected a birth defect-inducing vaccine into epidurals between 2010 and 2014 to hurt Black women",Arturo Garcia,FALSE
Michelle Obama deleted all mentions of Hillary Clinton from her Twitter accounts.,Dan Evon,FALSE
An anonymous donor contributed $2.5 million to bail out protesters arrested at the Dakota Access Pipeline.,David Emery,Unproven
The FBI announced an inquiry into Russian ties between Trump's former campaign director and the Russian government.,Bethania Palma,mixture
,,
,,
,,
A computer virus is being spread via social media using pictures of Donald Trump being arrested.,David Mikkelson,hoax
"Experts confirmed a computer server linked to Donald Trump ""was communicating with Russia.""",Kim LaCapria,Unproven
Marijuana legalization has led to an increase in crime and fatalities all over Colorado.,Arturo Garcia,unproven
,,
A groundbreaking study showing that algae can draw an alternative source of energy from other plants suggests that humans might be able to draw energy from each other in a similar way.,Alex Kasprak,False
"Hillary Clinton refused to exit her vehicle at an event in Florida after the crowd started chanting ""lock her up.""",Dan Evon,FALSE
Donna Brazile was fired from CNN after leaked e-mails suggested she used her position to pass information to the Clinton campaign about upcoming appearances.,Kim LaCapria,true
Drummer Ginger Baker sodomized a burglar with his cane after catching him in his house.,Dan Evon,FALSE
"President Obama, Elizabeth Warren and other top Democratic officials have distanced themselves from Hillary Clinton by unfollowing her on social media.",Dan Evon,MOSTLY FALSE
The NYPD raided Clinton's property as part of the Anthony Weiner investigation.,Bethania Palma,false
,,
Life expectancy in the United States is now lower because of Obamacare.,Alex Kasprak,False
The NYPD is investigating and building a case against Bill Clinton pertaining to an underage sex ring.,Kim LaCapria,false
"Tequila fights viruses, aids weight loss, and is beneficial for people afflicted with gastrointestinal illness.",Kim LaCapria,mostly false
A court ruling means priests in Louisiana don't have to report sexual abuse.,Bethania Palma,mostly true
,,
Actor Matthew McConaughey made a video endorsing Donald Trump.,Dan Evon,FALSE
,,
Hillary Clinton aide Huma Abedin has ties to Muslim terrorists and Saudi funders of the 9/11 attacks through her family's business,David Emery,Unproven
WikiLeaks documents revealed campaign head John Podesta unflatteringly described Hillary Clinton's personal hygiene and intellect.,Kim LaCapria,false
"Starbucks CEO Howard Schultz admitted that he was using the chain's ""holiday cup"" design to lure customers to Satanism.",Dan Evon,false
A list of coincidences connecting the number 108 to the Chicago Cubs world series victory in 2016 is accurate.,Dan Evon,MOSTLY TRUE
"Hillary Clinton and John Podesta practice a satanic ritual known as ""spirit cooking.""",Dan Evon,FALSE
The Department of Homeland Security chairman has officially indicted Hillary Clinton on charges of treason.,David Emery,False
Hillary Clinton accidentally paid ISIS $400 million.,Bethania Palma,false
Donald Trump threatened to deport Puerto Rican Broadway star Lin-Manuel Miranda.,Dan Evon,FALSE
"An electoral map based on Facebook analytics shows Donald Trump winning the 2016 presidential election in a ""clean sweep.""",Dan Evon,FALSE
"Hillary Clinton's first name was spelled ""Hilliary"" on election ballots printed for use in Lonoke County, Arkansas.",David Emery,True
"Summer Zervos was paid $500,000 to fabricate her sexual harassment claim against Donald Trump.",Dan Evon,UNPROVEN
An image shows Hillary Clinton addressing a campaign rally attended by fewer than 25 people.,David Emery,False
An FBI agent investigating Hillary Clinton's use of a private e-mail server killed himself after murdering his wife.,David Mikkelson,false
Dunkin Donuts' new holiday cup features an image of Richard Dawkins giving the finger.,Dan Evon,FALSE
,,
Hillary Clinton trashed Beyonce using racial slurs at a November 2016 campaign event.,David Emery,False
,,
"President Obama encouraged ""illegal aliens"" to vote and said there would be no consequences if they do.",Bethania Palma,false
,,
Marilyn Mosby posted (and then deleted) a picture showing her daughter in the ballot booth,Arturo Garcia,TRUE
Coconut oil has a positive effect on cognition and focus.,Alex Kasprak,unproven
An e-mail written by Hillary Clinton aide Huma Abedin to her brother reveals that she is a radical Muslim plant waiting to take over the country after Clinton is elected.,David Emery,False
,,
Sixteen girls were impregnated after a boy ejaculated in a swimming pool.,Dan Evon,FALSE
"Scientists say that largest the supermoon since 1948, occurring on 14 November 2016, will trigger tidal waves and catastrophic earthquakes, wreaking havoc across the planet.",Alex Kasprak,false
A Catholic priest placed an aborted fetus on the altar to urge parishioners to vote for Trump.,Bethania Palma,true
Al Capone said that the United States wouldn't elect a woman president until the Chicago Cubs won the World Series.,Dan Evon,FALSE
Hillary Clinton's staff is set to disable all the nation's electronic devices to hide further e-mail leaks.,Bethania Palma,false
"Jay Z rapped the words ""Middle finger to the Lord, n***ga grip I'm a boss"" at a Hillary Clinton rally.",David Emery,False
Election Day is being split across two separate days this year.,David Mikkelson,false
,,
"Donald Trump's son, Eric, posted -- and then deleted -- a possibly illegal photograph of his ballot on Twitter.",Dan Evon,TRUE
A daughter expressed her not-so-warm feelings about her deceased mother by running a scathing and caustic obituary.,David Mikkelson,true
,,
"A van full of ""illegals"" traveled from voting booth to voting booth in Arizona in order to vote (illegally) for Hillary Clinton.",Brooke Binkowski,false
Ivanka Trump disavowed her father Donald Trump during a press conference just before the 2016 presidential election.,Dan Evon,FALSE
Taking a photograph of your ballot and posting it to the Internet is illegal or will invalidate your vote.,David Mikkelson,mixture
The Clinton campaign paid Beyonce and Jay Z $62 million to perform a concert in Cleveland.,Dan Evon,FALSE
Donald Trump supporters made racist comments over CB radios during a pro-Trump parade.,Bethania Palma,unproven
"South Carolina exit polls asked voters whether black people had become ""too demanding"" on the subject of civil rights.",David Mikkelson,true
Chattanooga-area NBC affiliate WRCB inadvertently exposed the rigging of 2016 election results in Hillary Clinton's favor.,Kim LaCapria,mostly false
,,
"A Newsweek-branded ""Madam President"" publication cover declared Hillary Clinton the winner of the presidential election prior to 8 November 2016.",Dan Evon,MIXTURE
"FBI director Jim Comey placed a ""Trump/Pence 2016"" sign in front of his home.",Dan Evon,unproven
,,
"A video shows Bill Clinton saying that his wife Hillary Clinton ""communed"" with the spirit of Eleanor Roosevelt.",Dan Evon,mostly true
Melania Trump has filed for divorce over  her role as the First Lady of the United States.,David Mikkelson,false
,,
BBC's Carol Kirkwood used a curse word to describe the weather.,Dan Evon,FALSE
,,
Former Monty Python member John Cleese penned a satirical piece announcing the revocation of America's independence for failure to elect a competent president.,David Mikkelson,misattributed
A woman set her husband on fire for molesting their daughter.,Dan Evon,MIXTURE
A member of the Black Lives Matter movement shot himself in the face while protesting Donald Trump's election with a selfie.,Bethania Palma,false
"A Harvard Study showed that Tibetan Monks can significantly raise the temperature of their fingers, toes and other extremities through meditation alone.",Alex Kasprak,True
Maps shows that areas with high democratic populations also have high crime rates.,Dan Evon,FALSE
,,
Anti-Trump protesters beat a homeless veteran to death in Philadelphia.,David Emery,False
"Donald Trump announced that his ""first order"" as President would be to make flag burning a treasonous act.",Dan Evon,MOSTLY FALSE
,,
Mike Pence signed a bill barring same-sex couples from seeking marriage licenses in Indiana.,Arturo Garcia,mixture
Americans crashed Canada's immigration web site immediately after Donald Trump was elected.,Kim LaCapria,true
,,
Canadian Prime Minister Justin Trudeau said his country had received more than 10 million immigration applications from Americans immediately after the 2016 presidential election.,Bethania Palma,false
Video shows Barack Obama kicking in a door after storming out of a meeting with Congressional leaders.,David Mikkelson,false
As many as nine transgender children (some adult children) committed or attempted suicide the night Donald Trump was elected President.,Kim LaCapria,unproven
,,
"All ""Obama phones"" will be cut off after 31 December 2016.",Kim LaCapria,false
"Former Attorney General Janet Reno said ""Donald Trump will never be president in my lifetime.""",David Emery,False
"Donald Trump supporters chanted ""we hate muslims, we hate blacks, we want our great country back"" during a rally on election night.",Dan Evon,FALSE
The KKK marched on a bridge in North Carolina to celebrate Donald Trump's presidential victory.,Bethania Palma,false
"A dead gorilla named Harambe received 15,000 votes in the 2016 U.S. presidential election.",Dan Evon,FALSE
A video documents that,Dan Evon,false
,,
A Hillary Clinton supporter defecated on a sign in protest of Donald Trump.,Dan Evon,FALSE
,,
Abortion rates drop during Democratic presidencies and rise during Republican administrations.,Alex Kasprak,False
Maryland's electors ignored the statewide vote and gave the presidency to Hillary Clinton.,Dan Evon,FALSE
Mike Pence believes smoking doesn't kill people.,Kim LaCapria,mixture
A South African billionaire is offering a large sum of money to African-Americans who leave the country due to Trump's election.,Bethania Palma,false
,,
"The last time Republicans controlled the presidency and Congress was in 1928, and the U.S. sunk into the Great Depression within a year.",Kim LaCapria,mixture
A photograph shows a violent anti-Trump protest in the United States in November 2016.,Dan Evon,FALSE
"A photograph shows a group of buses that were used to ship in paid anti-Trump protesters to Austin, Texas.",Dan Evon,FALSE
Strange circular clouds formed over Israel shortly after Donald Trump won the 2016 presidential election.,Dan Evon,FALSE
,,
Photograph shows a small car loaded down with hundreds of pounds of lumber and other building supplies.,David Mikkelson,true
A tradition of celebrating Veterans Day with ravioli dinners was initiated by President Woodrow Wilson in 1919.,David Mikkelson,false
"A woman pulled a Muslim woman's hijab inside a Walmart and told her, ""Go hang yourself with it around your neck.""",Arturo Garcia,FALSE
Trump blasted the electoral college in 2012.,Bethania Palma,true
,,
,,
President Obama signed a law permanently protecting the federal funding of Planned Parenthood.,David Emery,Mixture
Midterm exams at Yale were canceled because students were too upset by Donald Trump's election.,Kim LaCapria,mostly false
Restaurant chains are offering free meals to U.S. military personnel in conjunction with Veterans Day.,David Mikkelson,true
"Donald Trump said that he planns to eradicate Section 8 housing, welfare, and Medicaid.",Kim LaCapria,false
,,
Gay Canadian filmmaker Chris Ball was severely beaten and bloodied by emboldened Donald Trump supporters shortly after the 2016 election.,Kim LaCapria,unproven
Noam Chomsky predicted the movement that created a Trump presidency.,Bethania Palma,true
Hillary Clinton filed for divorce from Bill Clinton in November 2016.,Dan Evon,FALSE
A white man was beaten by a group of black people for voting Trump.,Bethania Palma,mixture
Police assuaged the feelings of millennials protesting Donald Trump's victory by distributing participation trophies.,Kim LaCapria,false
Counterfeit packs of fake cigarettes found in Detroit are lethal.,Kim LaCapria,false
Donald Trump was born 'Dawood Ibrahim Khan' in Pakistan.,Dan Evon,FALSE
,,
"All mentions of ""pro-life"" were scrubbed from the Donald J. Trump campaign web site 12 hours after he was elected president.",David Emery,False
"The Obama administration disinvited Medal of Honor recipient Dakota Meyer from the Marine Corps' 241st birthday ball in Kabul, Afghanistan, because he criticized the President.",David Emery,Unproven
,,
